Orthogroup	Capsella_rubella	Brassica_rapa
OG0000130	Carub.0001s3392.1.p	Bra040265
OG0000132	Carub.0003s3248.1.p	Bra039617
OG0000132	Carub.0007s0376.1.p	Bra010560, Bra011691
OG0000132	Carub.0001s1908.1.p	Bra012183, Bra025745
OG0000132	Carub.0002s2207.1.p	Bra008186
OG0000132	Carub.0007s0117.1.p	Bra011870
OG0000132	Carub.0004s0070.1.p	Bra000579, Bra031209, Bra030285
OG0000133	Carub.0002s1763.1.p	Bra016178
OG0000133	Carub.0006s2553.1.p	Bra012362, Bra016364
OG0000133	Carub.0002s1761.1.p, Carub.0002s1762.1.p	Bra007945, Bra016182
OG0000133	Carub.0002s1766.1.p	Bra016180, Bra016181
OG0000134	Carub.0008s0164.1.p	Bra022071, Bra022034, Bra001175
OG0000134	Carub.0008s0650.1.p	Bra022037
OG0000134	Carub.0008s0141.1.p	Bra022039
OG0000134	Carub.0008s0143.1.p	Bra022036
OG0000134	Carub.0008s0144.1.p	Bra017544
OG0000135	Carub.0002s1632.1.p	Bra003989, Bra007873, Bra007874
OG0000137	Carub.0001s2773.1.p	Bra010827, Bra010826, Bra032321, Bra010828
OG0000138	Carub.0002s2530.1.p	Bra035034
OG0000138	Carub.0004s1459.1.p	Bra021830, Bra022928
OG0000138	Carub.0004s2255.1.p, Carub.0002s0725.1.p, Carub.0001s4371.1.p	Bra000327, Bra014753, Bra000645, Bra004111, Bra000183, Bra017014
OG0000140	Carub.0007s3161.1.p, Carub.0004s0698.1.p	Bra015114
OG0000141	Carub.0002s1911.1.p	Bra003479
OG0000143	Carub.0003s1843.1.p	Bra037571, Bra022341
OG0000143	Carub.0008s2621.1.p	Bra031864
OG0000143	Carub.0007s3594.1.p, Carub.0007s3559.1.p, Carub.0003s3325.1.p, Carub.0007s3561.1.p, Carub.0007s3592.1.p	Bra025619, Bra025607, Bra025609
OG0000144	Carub.0005s2768.1.p	Bra014462, Bra014461
OG0000144	Carub.0004s2821.1.p, Carub.0004s2819.1.p	Bra039327, Bra039328
OG0000144	Carub.0004s2820.1.p, Carub.0001s3189.1.p	Bra039329
OG0000144	Carub.0004s2822.1.p	Bra004921
OG0000146	Carub.0007s0518.1.p	Bra020804, Bra017704
OG0000146	Carub.0007s0510.1.p, Carub.0007s0519.1.p	Bra020805
OG0000146	Carub.0003s3099.1.p	Bra002020
OG0000146	Carub.0003s3101.1.p, Carub.0003s3102.1.p	Bra002019, Bra013031
OG0000149	Carub.0001s4475.1.p	Bra003333
OG0000149	Carub.0001s4390.1.p, Carub.0001s4392.1.p, Carub.0001s4394.1.p, Carub.0001s4391.1.p	Bra027477
OG0000149	Carub.0001s4474.1.p, Carub.0001s4473.1.p	Bra030813
OG0000150	Carub.0001s2131.1.p, Carub.0006s2922.1.p, Carub.0005s1133.1.p, Carub.0001s2128.1.p, Carub.0001s2130.1.p	Bra012328
OG0000150	Carub.0001s2140.1.p	Bra009566
OG0000153	Carub.0008s2083.1.p, Carub.0008s2091.1.p	Bra020291, Bra006678, Bra038408, Bra002507, Bra002511, Bra002534
OG0000154	Carub.0001s3511.1.p, Carub.0004s2705.1.p	Bra004838, Bra037648
OG0000154	Carub.0005s2687.1.p, Carub.0004s0629.1.p	Bra014510, Bra007510
OG0000154	Carub.0004s2704.1.p	Bra004837, Bra037650
OG0000155	Carub.0006s2585.1.p, Carub.0004s1242.1.p, Carub.0004s1240.1.p, Carub.0004s1227.1.p, Carub.0004s1241.1.p, Carub.0006s2584.1.p	Bra018283, Bra018282, Bra021616, Bra021613, Bra029251
OG0000155	Carub.0004s1228.1.p	Bra018281, Bra022823
OG0000156	Carub.0008s1776.1.p	Bra006829
OG0000156	Carub.0005s0415.1.p, Carub.0005s0425.1.p	Bra032928
OG0000156	Carub.0005s0423.1.p, Carub.0005s0421.1.p	Bra040819
OG0000156	Carub.0005s0357.1.p, Carub.0005s0420.1.p	Bra040821
OG0000156	Carub.0005s0419.1.p, Carub.0005s0418.1.p, Carub.0005s0417.1.p	Bra034237
OG0000158	Carub.0001s3782.1.p, Carub.0001s3784.1.p, Carub.0001s3783.1.p	Bra040812
OG0000158	Carub.0008s1151.1.p	Bra029173, Bra022550
OG0000159	Carub.0005s1086.1.p	Bra026450, Bra041015
OG0000159	Carub.0001s1339.1.p	Bra027666, Bra034521, Bra034520, Bra009164, Bra005879, Bra005876, Bra005878
OG0000159	Carub.0007s2881.1.p, Carub.0007s2883.1.p	Bra004046, Bra004349, Bra016726
OG0000160	Carub.0002s1680.1.p, Carub.0002s1679.1.p	Bra007897
OG0000160	Carub.0002s1672.1.p	Bra016243, Bra016242, Bra016222
OG0000162	Carub.0005s0230.1.p, Carub.0005s0229.1.p, Carub.0005s0223.1.p, Carub.0005s0226.1.p, Carub.0005s0224.1.p, Carub.0005s0225.1.p	Bra026558, Bra017391
OG0000162	Carub.0002s0670.1.p	Bra038144
OG0000163	Carub.0003s2686.1.p	Bra013176
OG0000164	Carub.0007s1952.1.p	Bra013565, Bra038753
OG0000164	Carub.0222s0003.1.p, Carub.0007s1953.1.p, Carub.0222s0001.1.p, Carub.0007s1954.1.p, Carub.0222s0002.1.p	Bra020868
OG0000164	Carub.0006s3274.1.p, Carub.0006s3273.1.p	Bra000806
OG0000166	Carub.0003s0498.1.p	Bra034278
OG0000166	Carub.0003s2902.1.p, Carub.0003s2899.1.p, Carub.0003s2900.1.p	Bra013112, Bra008930
OG0000166	Carub.0003s1030.1.p, Carub.0001s3297.1.p, Carub.0003s1037.1.p	Bra001388, Bra034161, Bra034163
OG0000167	Carub.0003s1192.1.p	Bra038734
OG0000167	Carub.0001s1584.1.p	Bra016644, Bra026084
OG0000167	Carub.0006s0130.1.p	Bra009583
OG0000170	Carub.0004s1083.1.p	Bra039998
OG0000171	Carub.0106s0002.1.p, Carub.0006s3356.1.p	Bra034210, Bra000823
OG0000171	Carub.0006s3362.1.p, Carub.0006s3360.1.p	Bra034211
OG0000173	Carub.0002s0441.1.p, Carub.0002s0435.1.p	Bra040965, Bra027116
OG0000173	Carub.0004s0822.1.p, Carub.0002s1331.1.p, Carub.0002s1330.1.p	Bra009436
OG0000174	Carub.0002s1305.1.p	Bra040627
OG0000174	Carub.0005s1256.1.p, Carub.0005s1255.1.p	Bra028162
OG0000174	Carub.0005s0785.1.p, Carub.0005s0784.1.p	Bra033087, Bra033084
OG0000174	Carub.0005s2416.1.p	Bra030699, Bra008375, Bra027114, Bra027111, Bra018687
OG0000178	Carub.0001s0529.1.p	Bra015465
OG0000178	Carub.0003s2555.1.p	Bra027159
OG0000178	Carub.0001s0530.1.p, Carub.0007s1353.1.p	Bra015425
OG0000179	Carub.0001s3641.1.p	Bra033624
OG0000179	Carub.0007s3700.1.p	Bra028210
OG0000179	Carub.0007s0139.1.p	Bra011859
OG0000179	Carub.0007s0839.1.p	Bra033625, Bra033626
OG0000180	Carub.0007s0557.1.p	Bra010719, Bra011556, Bra017674, Bra013066, Bra034649, Bra033584
OG0000181	Carub.0007s2445.1.p, Carub.0004s1123.1.p, Carub.0013s0014.1.p	Bra028178, Bra035308, Bra034409, Bra018358, Bra037423
OG0000182	Carub.0001s2951.1.p	Bra014901, Bra038406
OG0000182	Carub.0008s0344.1.p	Bra021946
OG0000182	Carub.0001s1435.1.p	Bra024835
OG0000183	Carub.0005s1390.1.p	Bra019513
OG0000183	Carub.0005s1389.1.p	Bra033785, Bra018113
OG0000183	Carub.0005s1388.1.p	Bra018115, Bra018114
OG0000184	Carub.0001s1241.1.p	Bra026957
OG0000184	Carub.0001s1231.1.p, Carub.0001s1246.1.p, Carub.0001s1189.1.p, Carub.0001s1249.1.p, Carub.0001s1230.1.p	Bra028267, Bra026882, Bra026958, Bra026954, Bra031731, Bra026884, Bra026836, Bra026971, Bra016762
OG0000185	Carub.0007s3252.1.p, Carub.0007s3280.1.p	Bra011005
OG0000186	Carub.0001s2703.1.p	Bra032915
OG0000186	Carub.0004s0798.1.p	Bra032917
OG0000186	Carub.0001s2704.1.p, Carub.0001s2705.1.p	Bra030108, Bra030107, Bra030106
OG0000188	Carub.0007s3044.1.p, Carub.0007s3045.1.p, Carub.0012s0003.1.p, Carub.0007s3043.1.p, Carub.0007s3042.1.p	Bra017689, Bra023147, Bra032406, Bra041113, Bra020565
OG0000188	Carub.0007s3014.1.p, Carub.0005s0823.1.p	Bra018174, Bra036960
OG0000190	Carub.0001s1235.1.p	Bra024407, Bra026960
OG0000190	Carub.0001s1237.1.p, Carub.0001s1236.1.p	Bra019779
OG0000190	Carub.0004s0495.1.p, Carub.0001s1238.1.p, Carub.0001s1239.1.p	Bra035832, Bra023145, Bra035831
OG0000191	Carub.0008s1708.1.p	Bra006865, Bra002804
OG0000191	Carub.0003s3405.1.p	Bra031101, Bra036705, Bra039019
OG0000191	Carub.0007s1122.1.p	Bra010331, Bra024148, Bra011098
OG0000191	Carub.0003s3404.1.p	Bra039018, Bra031097, Bra036707
OG0000191	Carub.0007s1121.1.p	Bra011099
OG0000192	Carub.0007s2328.1.p	Bra012621
OG0000192	Carub.0001s0158.1.p	Bra030503, Bra033331
OG0000192	Carub.0004s2973.1.p	Bra040475, Bra004484
OG0000193	Carub.0001s3760.1.p	Bra018729
OG0000193	Carub.0003s1753.1.p	Bra001686, Bra022247, Bra021276
OG0000193	Carub.0002s1219.1.p	Bra039756
OG0000193	Carub.0007s3276.1.p	Bra028132
OG0000193	Carub.0006s1478.1.p	Bra023573, Bra008612
OG0000194	Carub.0004s0485.1.p, Carub.0004s0484.1.p, Carub.0004s0486.1.p	Bra004569
OG0000194	Carub.0003s2674.1.p, Carub.0008s0809.1.p	Bra037082
OG0000194	Carub.0004s2270.1.p	Bra000186, Bra000185
OG0000195	Carub.0007s3022.1.p	Bra035007, Bra022234, Bra025146, Bra034105, Bra038393, Bra024745, Bra036268, Bra002701, Bra040784, Bra037893, Bra004868, Bra024525
OG0000197	Carub.0007s0514.1.p, Carub.0008s2422.1.p	Bra029220
OG0000197	Carub.0008s1317.1.p, Carub.0008s0802.1.p, Carub.0008s1315.1.p	Bra029219
OG0000197	Carub.0004s0795.1.p	Bra040935, Bra040936
OG0000198	Carub.0005s1137.1.p, Carub.0005s0944.1.p, Carub.0005s0940.1.p, Carub.0005s0953.1.p	Bra015067
OG0000198	Carub.0004s0598.1.p, Carub.0004s0597.1.p	Bra000504
OG0000198	Carub.0005s1136.1.p, Carub.0005s1131.1.p, Carub.0005s1135.1.p	Bra011996, Bra026648
OG0000199	Carub.0008s2063.1.p	Bra002527
OG0000199	Carub.0005s1191.1.p	Bra019475
OG0000199	Carub.0006s0232.1.p	Bra005767
OG0000199	Carub.0005s2019.1.p	Bra003149, Bra039807
OG0000201	Carub.0007s0885.1.p	Bra010225, Bra023988
OG0000201	Carub.0003s1035.1.p	Bra001387, Bra034869, Bra029892
OG0000202	Carub.0001s3717.1.p, Carub.0001s3981.1.p	Bra018875
OG0000202	Carub.0003s0941.1.p, Carub.0001s3671.1.p, Carub.0196s0001.1.p, Carub.0001s3670.1.p, Carub.0001s3666.1.p, Carub.0001s3663.1.p, Carub.0001s3672.1.p	Bra040679, Bra027025, Bra022909, Bra022911
OG0000203	Carub.0006s0221.1.p	Bra039286
OG0000203	Carub.0002s1559.1.p	Bra004352
OG0000204	Carub.0007s0165.1.p	Bra010659
OG0000204	Carub.0007s0164.1.p, Carub.0004s0447.1.p	Bra011836, Bra010661, Bra010660, Bra009425
OG0000205	Carub.0001s1377.1.p	Bra016712, Bra019683, Bra026860
OG0000205	Carub.0003s2926.1.p, Carub.0003s2925.1.p	Bra039838, Bra015217
OG0000205	Carub.0001s1379.1.p	Bra016711
OG0000205	Carub.0001s1378.1.p	Bra026859, Bra019681, Bra019680
OG0000206	Carub.0004s0689.1.p	Bra033016
OG0000207	Carub.0007s3152.1.p	Bra023082
OG0000208	Carub.0005s1074.1.p, Carub.0005s1072.1.p, Carub.0005s1073.1.p	Bra025525
OG0000210	Carub.0006s2746.1.p	Bra036897
OG0000210	Carub.0006s2745.1.p	Bra020467
OG0000210	Carub.0007s2092.1.p	Bra033509, Bra013449
OG0000210	Carub.0004s1194.1.p, Carub.0004s1196.1.p, Carub.0004s1197.1.p, Carub.0004s1198.1.p	Bra022813
OG0000211	Carub.0001s2065.1.p	Bra012273
OG0000211	Carub.0001s2067.1.p	Bra025884
OG0000211	Carub.0001s2064.1.p	Bra012272
OG0000212	Carub.0001s1624.1.p, Carub.0002s1565.1.p	Bra028498, Bra027900, Bra028983, Bra013725, Bra037618
OG0000213	Carub.0003s2294.1.p, Carub.0007s3401.1.p, Carub.0004s0861.1.p, Carub.0006s2772.1.p	Bra032916, Bra024583, Bra001328, Bra001330, Bra024586, Bra035947
OG0000214	Carub.0006s3230.1.p	Bra000799
OG0000214	Carub.0006s3239.1.p, Carub.0006s3238.1.p, Carub.0006s3235.1.p, Carub.0006s3237.1.p	Bra000797, Bra017551, Bra000796, Bra017552
OG0000214	Carub.0006s3233.1.p, Carub.0006s3231.1.p, Carub.0006s3232.1.p	Bra022095, Bra018496
OG0000214	Carub.0006s2699.1.p	Bra029470, Bra029499, Bra018493, Bra018492
OG0000216	Carub.0007s2293.1.p	Bra013299, Bra012602
OG0000216	Carub.0003s1414.1.p	Bra001551, Bra021556, Bra027338
OG0000216	Carub.0003s1413.1.p	Bra001550, Bra021555
OG0000217	Carub.0002s1824.1.p, Carub.0002s1825.1.p, Carub.0005s0674.1.p	Bra016141, Bra007978, Bra003925, Bra004069
OG0000217	Carub.0003s0465.1.p	Bra025934
OG0000218	Carub.0006s0807.1.p, Carub.0008s0501.1.p, Carub.0003s2768.1.p, Carub.0008s2379.1.p	Bra035862
OG0000218	Carub.0006s0808.1.p, Carub.0001s0346.1.p	Bra032519, Bra015299
OG0000219	Carub.0005s2785.1.p	Bra034282
OG0000219	Carub.0002s0802.1.p, Carub.0002s1314.1.p, Carub.0005s0920.1.p, Carub.0001s3631.1.p, Carub.0002s0801.1.p	Bra003441
OG0000219	Carub.0005s2783.1.p	Bra007579
OG0000220	Carub.0007s2093.1.p	Bra012513
OG0000220	Carub.0007s2094.1.p	Bra020921
OG0000220	Carub.0006s2747.1.p	Bra002714
OG0000220	Carub.0001s3795.1.p, Carub.0001s3796.1.p	Bra027931, Bra027609, Bra027608
OG0000222	Carub.0007s2650.1.p	Bra038083, Bra039550
OG0000222	Carub.0003s2166.1.p	Bra001837
OG0000222	Carub.0001s1166.1.p	Bra019731
OG0000222	Carub.0002s0267.1.p	Bra034495, Bra027052
OG0000222	Carub.0006s3217.1.p	Bra000789
OG0000222	Carub.0007s1920.1.p	Bra020857, Bra013587
OG0000223	Carub.0003s2048.1.p	Bra035774, Bra022155, Bra001790
OG0000223	Carub.0008s1582.1.p	Bra002904, Bra028979, Bra035208, Bra035209
OG0000223	Carub.0002s1327.1.p, Carub.0120s0002.1.p, Carub.0002s1325.1.p	Bra019073, Bra004101, Bra035244, Bra034037
OG0000223	Carub.0007s1416.1.p	Bra026409, Bra019092
OG0000224	Carub.0007s0183.1.p, Carub.0002s2327.1.p	Bra010649
OG0000224	Carub.0007s0234.1.p	Bra016582, Bra002895, Bra002893
OG0000226	Carub.0001s2374.1.p, Carub.0001s2373.1.p, Carub.0006s2778.1.p, Carub.0006s2777.1.p	Bra024645, Bra012419
OG0000226	Carub.0002s1671.1.p, Carub.0007s3135.1.p, Carub.0350s0001.1.p, Carub.0006s2752.1.p	Bra003968
OG0000227	Carub.0004s1130.1.p, Carub.0006s0552.1.p, Carub.0007s3106.1.p, Carub.0007s3105.1.p, Carub.0005s0710.1.p	Bra014807, Bra014810
OG0000227	Carub.0001s2324.1.p	Bra024614
OG0000228	Carub.0007s1779.1.p	Bra019307
OG0000228	Carub.0006s3683.1.p	Bra000974
OG0000228	Carub.0001s0060.1.p	Bra032644, Bra033248
OG0000228	Carub.0005s2812.1.p	Bra014437, Bra007603
OG0000228	Carub.0004s2866.1.p	Bra039301, Bra004950
OG0000230	Carub.0001s2797.1.p, Carub.0001s2798.1.p	Bra030169, Bra030170, Bra030174
OG0000230	Carub.0001s2792.1.p, Carub.0001s2794.1.p	Bra030161, Bra032331, Bra030166
OG0000230	Carub.0001s2795.1.p	Bra030168, Bra032332, Bra010817
OG0000232	Carub.0008s1680.1.p	Bra006832, Bra035616, Bra002820
OG0000233	Carub.0002s2446.1.p	Bra030341
OG0000234	Carub.0002s2523.1.p	Bra003648, Bra003646
OG0000234	Carub.0002s2527.1.p	Bra003644
OG0000234	Carub.0001s1693.1.p	Bra025994, Bra026684, Bra026681, Bra026679, Bra026680
OG0000234	Carub.0001s1692.1.p	Bra025995
OG0000235	Carub.0003s1432.1.p	Bra027324
OG0000235	Carub.0003s1434.1.p, Carub.0003s1435.1.p	Bra021570, Bra027320
OG0000237	Carub.0003s3241.1.p	Bra039625
OG0000237	Carub.0001s4236.1.p	Bra031203, Bra030290
OG0000237	Carub.0007s0113.1.p	Bra010695
OG0000238	Carub.0006s0860.1.p	Bra022771, Bra028599, Bra006051
OG0000238	Carub.0008s2590.1.p, Carub.0008s2589.1.p, Carub.0002s2396.1.p	Bra024350, Bra031888
OG0000238	Carub.0008s2591.1.p, Carub.0008s2592.1.p	Bra031884
OG0000240	Carub.0004s0143.1.p	Bra038535
OG0000240	Carub.0007s0182.1.p	Bra017875
OG0000240	Carub.0006s0872.1.p	Bra009046, Bra006054
OG0000240	Carub.0008s2582.1.p, Carub.0008s2583.1.p	Bra037802
OG0000240	Carub.0004s2716.1.p	Bra004850, Bra000355, Bra037641
OG0000241	Carub.0001s4320.1.p, Carub.0002s1108.1.p, Carub.0006s0698.1.p	Bra029570
OG0000241	Carub.0006s0203.1.p	Bra009542
OG0000242	Carub.0007s2064.1.p, Carub.0007s2065.1.p	Bra013473, Bra013472
OG0000242	Carub.0001s2461.1.p, Carub.0001s2462.1.p, Carub.0001s2460.1.p, Carub.0001s2463.1.p, Carub.0001s2459.1.p	Bra024717
OG0000243	Carub.0004s1066.1.p, Carub.0001s3418.1.p, Carub.0004s1096.1.p, Carub.0001s3420.1.p, Carub.0004s1070.1.p, Carub.0004s1068.1.p, Carub.0004s1090.1.p, Carub.0004s1087.1.p, Carub.0004s1089.1.p, Carub.0004s1069.1.p	Bra031212, Bra030282
OG0000245	Carub.0007s2005.1.p	Bra013522
OG0000245	Carub.0002s1167.1.p	Bra004130, Bra004129, Bra004131
OG0000245	Carub.0003s1133.1.p	Bra001432
OG0000245	Carub.0007s2006.1.p	Bra038767, Bra004179, Bra004182, Bra038635
OG0000246	Carub.0006s2838.1.p, Carub.0006s3248.1.p, Carub.0003s2456.1.p, Carub.0003s2455.1.p	Bra015021
OG0000248	Carub.0004s1872.1.p	Bra023084, Bra005236, Bra017219
OG0000248	Carub.0003s1712.1.p	Bra021241, Bra001661
OG0000248	Carub.0004s2982.1.p	Bra041036
OG0000248	Carub.0006s3539.1.p	Bra000914
OG0000250	Carub.0006s1454.1.p, Carub.0006s1093.1.p, Carub.0006s1092.1.p	Bra006162, Bra006161, Bra023377, Bra006160
OG0000251	Carub.0005s0856.1.p, Carub.0005s0855.1.p	Bra027948, Bra000843
OG0000251	Carub.0007s2660.1.p, Carub.0007s2663.1.p, Carub.0007s2665.1.p	Bra039554, Bra012792
OG0000252	Carub.0001s2192.1.p	Bra012322
OG0000252	Carub.0001s2188.1.p	Bra031386
OG0000252	Carub.0001s2191.1.p, Carub.0001s2190.1.p	Bra016382, Bra031388
OG0000252	Carub.0001s2189.1.p	Bra031387
OG0000252	Carub.0001s2193.1.p	Bra012323, Bra012324
OG0000253	Carub.0008s0693.1.p	Bra034477
OG0000256	Carub.0008s1379.1.p, Carub.0008s1382.1.p	Bra013106
OG0000256	Carub.0008s1413.1.p	Bra003043
OG0000256	Carub.0008s1396.1.p, Carub.0008s1389.1.p, Carub.0008s1392.1.p, Carub.0008s1395.1.p, Carub.0008s1394.1.p, Carub.0008s1391.1.p, Carub.0008s1386.1.p, Carub.0008s1259.1.p, Carub.0008s1390.1.p	Bra029060, Bra029061
OG0000258	Carub.0005s0642.1.p	Bra025307
OG0000258	Carub.0001s2483.1.p	Bra012469
OG0000258	Carub.0002s1525.1.p	Bra004332, Bra004020
OG0000258	Carub.0001s1294.1.p	Bra019818, Bra026919
OG0000258	Carub.0005s0340.1.p	Bra026515, Bra025150
OG0000259	Carub.0004s0236.1.p, Carub.0007s3750.1.p, Carub.0007s3746.1.p, Carub.0007s3747.1.p	Bra028407
OG0000261	Carub.0009s0008.1.p	Bra014921, Bra031252
OG0000262	Carub.0002s2559.1.p	Bra003638, Bra010092
OG0000264	Carub.0003s2022.1.p	Bra031855
OG0000265	Carub.0002s0783.1.p	Bra038169, Bra027937
OG0000265	Carub.0001s0850.1.p	Bra018576
OG0000265	Carub.0006s3514.1.p, Carub.0001s0166.1.p	Bra000895
OG0000266	Carub.0006s0725.1.p	Bra005987
OG0000266	Carub.0006s2114.1.p, Carub.0006s2113.1.p, Carub.0006s2115.1.p	Bra029370, Bra029368, Bra029369, Bra026502, Bra009675, Bra009674, Bra009672, Bra009677
OG0000268	Carub.0008s0510.1.p	Bra004828
OG0000268	Carub.0004s2696.1.p	Bra000352
OG0000268	Carub.0004s2697.1.p	Bra037653, Bra040653
OG0000268	Carub.0003s3187.1.p	Bra004826
OG0000268	Carub.0004s2695.1.p	Bra037655
OG0000268	Carub.0007s3491.1.p	Bra028465
OG0000269	Carub.0001s2217.1.p	Bra024527
OG0000269	Carub.0002s1878.1.p	Bra016091
OG0000269	Carub.0007s0544.1.p	Bra011567
OG0000269	Carub.0001s3318.1.p	Bra036761, Bra034413
OG0000269	Carub.0006s2792.1.p	Bra000681
OG0000270	Carub.0002s0460.1.p	Bra027134, Bra031486, Bra031485
OG0000271	Carub.0008s0090.1.p	Bra022050, Bra022081, Bra022088, Bra022087, Bra024997
OG0000271	Carub.0008s0092.1.p, Carub.0008s0091.1.p	Bra024978, Bra022076
OG0000272	Carub.0001s2223.1.p	Bra024532, Bra012340
OG0000272	Carub.0006s0505.1.p, Carub.0007s2922.1.p	Bra005883, Bra009167
OG0000272	Carub.0002s1867.1.p, Carub.0002s1866.1.p	Bra003906, Bra007991, Bra017654, Bra016103
OG0000275	Carub.0003s2186.1.p, Carub.0003s2187.1.p, Carub.0008s0470.1.p, Carub.0003s2185.1.p, Carub.0005s0435.1.p, Carub.0003s2893.1.p	Bra001847
OG0000275	Carub.0007s2671.1.p, Carub.0007s2668.1.p	Bra012795, Bra039557
OG0000276	Carub.0005s0774.1.p, Carub.0005s0769.1.p, Carub.0005s0768.1.p, Carub.0005s0772.1.p	Bra014144, Bra039931, Bra032183, Bra032184
OG0000276	Carub.0005s0777.1.p, Carub.0005s1070.1.p, Carub.0227s0001.1.p	Bra028769, Bra005843
OG0000277	Carub.0001s0727.1.p, Carub.0001s0728.1.p, Carub.0008s2110.1.p, Carub.0001s0726.1.p	Bra031605, Bra002483, Bra031602, Bra018669
OG0000278	Carub.0004s2120.1.p, Carub.0007s2103.1.p, Carub.0002s0722.1.p, Carub.0030s0003.1.p, Carub.0008s1551.1.p	Bra011309
OG0000278	Carub.0004s2249.1.p	Bra017020
OG0000279	Carub.0006s3225.1.p	Bra029492, Bra000794, Bra041109
OG0000279	Carub.0002s0711.1.p	Bra027916, Bra027915
OG0000279	Carub.0001s1158.1.p	Bra016805, Bra031790
OG0000279	Carub.0002s0271.1.p	Bra034478
OG0000280	Carub.0004s1860.1.p	Bra005246, Bra017463, Bra017224
OG0000280	Carub.0004s1864.1.p, Carub.0004s1863.1.p	Bra005242, Bra005241, Bra023081, Bra023079
OG0000280	Carub.0004s1861.1.p, Carub.0004s1862.1.p	Bra005245, Bra005243, Bra023080
OG0000281	Carub.0002s2443.1.p	Bra003682, Bra008316
OG0000281	Carub.0002s2442.1.p	Bra008313, Bra033733
OG0000281	Carub.0003s3339.1.p	Bra010226, Bra011292
OG0000281	Carub.0002s0181.1.p, Carub.0002s0178.1.p	Bra027815
OG0000282	Carub.0006s1333.1.p	Bra008716, Bra006286
OG0000282	Carub.0001s2403.1.p	Bra024672, Bra012435, Bra016299
OG0000282	Carub.0005s0740.1.p	Bra025358, Bra033063
OG0000282	Carub.0007s3587.1.p	Bra028443
OG0000283	Carub.0004s1695.1.p	Bra017325, Bra017327, Bra017326
OG0000283	Carub.0004s0868.1.p, Carub.0004s0870.1.p, Carub.0004s0869.1.p	Bra000076, Bra000050
OG0000287	Carub.0006s2727.1.p, Carub.0006s2728.1.p	Bra037877
OG0000287	Carub.0009s0006.1.p	Bra039816
OG0000287	Carub.0005s1531.1.p, Carub.0005s1532.1.p, Carub.0005s1536.1.p, Carub.0005s1534.1.p, Carub.0005s1535.1.p	Bra018007, Bra018006, Bra029933
OG0000288	Carub.0004s0343.1.p	Bra039235
OG0000288	Carub.0003s1329.1.p	Bra027401, Bra001521
OG0000288	Carub.0006s0935.1.p	Bra028563, Bra006079, Bra006080
OG0000290	Carub.0005s2961.1.p	Bra007718, Bra003517, Bra014379
OG0000290	Carub.0004s3059.1.p	Bra004424, Bra021444
OG0000290	Carub.0001s0614.1.p	Bra031540
OG0000290	Carub.0004s1170.1.p	Bra021641, Bra018307
OG0000291	Carub.0008s1431.1.p	Bra029046, Bra029045
OG0000292	Carub.0006s2401.1.p	Bra018266
OG0000292	Carub.0007s3310.1.p	Bra025434
OG0000292	Carub.0002s1187.1.p, Carub.0007s3313.1.p, Carub.0007s3314.1.p, Carub.0007s3309.1.p, Carub.0007s3308.1.p	Bra028157, Bra000425
OG0000293	Carub.0004s1018.1.p, Carub.0004s1032.1.p	Bra039976
OG0000295	Carub.0002s0947.1.p, Carub.0027s0003.1.p, Carub.0008s0688.1.p	Bra017994
OG0000296	Carub.0007s3224.1.p, Carub.0007s3223.1.p	Bra035892, Bra035891
OG0000296	Carub.0001s3122.1.p	Bra016369
OG0000297	Carub.0001s0486.1.p	Bra015433
OG0000297	Carub.0001s2841.1.p, Carub.0001s2840.1.p	Bra010792, Bra010791
OG0000297	Carub.0003s3428.1.p	Bra015434, Bra030614, Bra010846
OG0000298	Carub.0007s2545.1.p	Bra033534, Bra038043
OG0000298	Carub.0001s0177.1.p	Bra033342
OG0000298	Carub.0006s3502.1.p	Bra000891, Bra008559
OG0000299	Carub.0006s1812.1.p	Bra006517, Bra002261, Bra002260
OG0000299	Carub.0006s1813.1.p	Bra020061, Bra020062
OG0000300	Carub.0004s1966.1.p	Bra005168
OG0000300	Carub.0006s3474.1.p, Carub.0006s3473.1.p	Bra018553, Bra000881
OG0000301	Carub.0003s2965.1.p, Carub.0001s2764.1.p, Carub.0006s2882.1.p, Carub.0005s0696.1.p, Carub.0003s3053.1.p, Carub.0003s3052.1.p, Carub.0003s2964.1.p, Carub.0003s2948.1.p, Carub.0003s2952.1.p, Carub.0003s2951.1.p, Carub.0003s2945.1.p, Carub.0005s0433.1.p, Carub.0005s0432.1.p, Carub.0005s0436.1.p, Carub.0003s2949.1.p, Carub.0003s2953.1.p	Bra013195
OG0000302	Carub.0001s1998.1.p	Bra016463
OG0000302	Carub.0001s1995.1.p	Bra037198, Bra025822, Bra016466
OG0000302	Carub.0001s1997.1.p	Bra016464
OG0000302	Carub.0005s1249.1.p	Bra016465
OG0000302	Carub.0001s1996.1.p	Bra012232, Bra012233
OG0000303	Carub.0001s0355.1.p	Bra015311
OG0000303	Carub.0004s0728.1.p, Carub.0008s2022.1.p, Carub.0008s2021.1.p	Bra006711, Bra006713, Bra006712, Bra006710, Bra006714
OG0000304	Carub.0002s2677.1.p	Bra008440, Bra012589, Bra008441
OG0000304	Carub.0002s2675.1.p	Bra003585
OG0000304	Carub.0001s1571.1.p	Bra026740, Bra026094
