Orthogroup	Capsella_rubella	Thellungiella_parvula
OG0001383	Carub.0007s0231.1.p	Sp7g35550.1
OG0001384	Carub.0002s1497.1.p	Sp5g23530.1
OG0001384	Carub.0003s1898.1.p	Sp3g17230.1
OG0001385	Carub.0004s1651.1.p	Sp4g17110.1
OG0001385	Carub.0001s2891.1.p	Sp1g26550.1
OG0001386	Carub.0007s2347.1.p	Sp7g16230.1
OG0001386	Carub.0008s0117.1.p	Sp2g11560.1, SpUn0036_0050.1
OG0001387	Carub.0003s3401.1.p	Sp3g33060.1
OG0001387	Carub.0007s1113.1.p	Sp7g27290.1
OG0001389	Carub.0003s1896.1.p	Sp3g17200.1
OG0001389	Carub.0001s3880.1.p	Sp1g36480.1
OG0001390	Carub.0004s1144.1.p	Sp6g41140.1
OG0001390	Carub.0005s1932.1.p	Sp5g09490.1
OG0001391	Carub.0001s3761.1.p	Sp1g35430.1
OG0001391	Carub.0003s1755.1.p	Sp3g15960.1
OG0001392	Carub.0004s1599.1.p	Sp4g16600.1
OG0001392	Carub.0001s2786.1.p	Sp1g25540.1
OG0001393	Carub.0002s2300.1.p	Sp5g31240.1
OG0001393	Carub.0001s1987.1.p	Sp1g18110.1
OG0001394	Carub.0002s1606.1.p, Carub.0002s1549.1.p	Sp6g09040.1
OG0001395	Carub.0004s2770.1.p	Sp2g08520.1, Sp4g27160.1
OG0001395	Carub.0005s2729.1.p	Sp5g02660.1
OG0001396	Carub.0008s2536.1.p	Sp2g27630.1
OG0001397	Carub.0005s2772.1.p	Sp5g02290.1
OG0001397	Carub.0004s2840.1.p	Sp4g27790.1
OG0001398	Carub.0003s0244.1.p	Sp3g02320.1
OG0001398	Carub.0006s1556.1.p	Sp6g26870.1
OG0001399	Carub.0007s1394.1.p	Sp7g24870.1
OG0001399	Carub.0008s1535.1.p	Sp6g17010.1
OG0001400	Carub.0006s0394.1.p	Sp6g37800.1
OG0001401	Carub.0001s1070.1.p	Sp1g09810.1
OG0001401	Carub.0002s0400.1.p	Sp2g03290.1
OG0001404	Carub.0007s3116.1.p	Sp7g09290.1
OG0001407	Carub.0003s3437.1.p	Sp3g33390.1
OG0001407	Carub.0007s1150.1.p	Sp7g27030.1
OG0001408	Carub.0001s4176.1.p	Sp1g39270.1
OG0001408	Carub.0003s1540.1.p	Sp3g13950.1
OG0001409	Carub.0004s2972.1.p	Sp4g28990.1
OG0001410	Carub.0006s0579.1.p	Sp6g36000.1, Sp6g35990.1
OG0001411	Carub.0007s2397.1.p	Sp7g16730.1
OG0001411	Carub.0008s0041.1.p	Sp2g12090.1
OG0001412	Carub.0005s2792.1.p	Sp5g02110.1
OG0001412	Carub.0004s2852.1.p	Sp4g27890.1
OG0001413	Carub.0004s1555.1.p	Sp4g16260.1
OG0001413	Carub.0001s2688.1.p	Sp1g24680.1, Sp2g03920.1
OG0001414	Carub.0006s0333.1.p	Sp6g38340.1
OG0001414	Carub.0003s0971.1.p	Sp3g08730.1
OG0001415	Carub.0001s0522.1.p	Sp1g04680.1
OG0001415	Carub.0004s1290.1.p	Sp4g14000.1
OG0001416	Carub.0003s3221.1.p	Sp3g31510.1
OG0001416	Carub.0007s0404.1.p	Sp7g33940.1
OG0001417	Carub.0003s1775.1.p	Sp3g16150.1
OG0001417	Carub.0001s3776.1.p	Sp1g35590.1
OG0001418	Carub.0002s0535.1.p	Sp2g04670.1
OG0001418	Carub.0001s0990.1.p	Sp1g09100.1
OG0001419	Carub.0002s2392.1.p	Sp5g32170.1
OG0001419	Carub.0001s2083.1.p	Sp1g18960.1
OG0001420	Carub.0002s1177.1.p	Sp5g20890.1
OG0001420	Carub.0002s1181.1.p, Carub.0002s1178.1.p, Carub.0002s1183.1.p, Carub.0002s1182.1.p	Sp5g20920.1
OG0001421	Carub.0008s2537.1.p	Sp3g28270.1, Sp2g27640.1
OG0001422	Carub.0004s3030.1.p	Sp4g29500.1
OG0001422	Carub.0005s2936.1.p	Sp5g00830.1
OG0001423	Carub.0003s0329.1.p	Sp5g05630.1, Sp3g03020.1
OG0001424	Carub.0008s0793.1.p	Sp2g18710.1
OG0001424	Carub.0003s0709.1.p	Sp3g06450.1
OG0001425	Carub.0003s2864.1.p	Sp3g27740.1
OG0001426	Carub.0001s0337.1.p	Sp1g03000.1, SpUn1380_0010.1
OG0001426	Carub.0008s0472.1.p	Sp2g08700.1
OG0001427	Carub.0002s1728.1.p	Sp5g25710.1
OG0001427	Carub.0001s2291.1.p	Sp1g20760.1
OG0001428	Carub.0002s1752.1.p	Sp5g25960.1
OG0001428	Carub.0001s2272.1.p	Sp1g20610.1
OG0001429	Carub.0003s2879.1.p	Sp3g27940.1
OG0001429	Carub.0007s0656.1.p	Sp7g31600.1
OG0001430	Carub.0001s2647.1.p	Sp1g24220.1
OG0001430	Carub.0004s2918.1.p	Sp4g28500.1
OG0001431	Carub.0005s2618.1.p	Sp5g03700.1
OG0001431	Carub.0004s2576.1.p	Sp4g25400.1
OG0001432	Carub.0006s0233.1.p	Sp6g39220.1
OG0001432	Carub.0003s0901.1.p	Sp3g08260.1
OG0001433	Carub.0001s0070.1.p	Sp1g00780.1
OG0001433	Carub.0006s3639.1.p	Sp6g00810.1
OG0001434	Carub.0001s0553.1.p	Sp1g04980.1
OG0001434	Carub.0004s1250.1.p	Sp4g13710.1
OG0001435	Carub.0007s2338.1.p	Sp7g16150.1
OG0001435	Carub.0008s0129.1.p	Sp2g11450.1
OG0001436	Carub.0006s2333.1.p, Carub.0006s2332.1.p	Sp3g16060.1, Sp2g22060.1
OG0001437	Carub.0001s4257.1.p	Sp1g39930.1
OG0001437	Carub.0003s1453.1.p	Sp3g13080.1
OG0001438	Carub.0001s1645.1.p	Sp1g14860.1
OG0001438	Carub.0002s2587.1.p	Sp5g34050.1
OG0001441	Carub.0006s1240.1.p	Sp6g29830.1, SpUn0049_0030.1
OG0001441	Carub.0002s2699.1.p	Sp5g35220.1
OG0001443	Carub.0002s2145.1.p	Sp5g29780.1
OG0001443	Carub.0001s1847.1.p	Sp1g16810.1
OG0001444	Carub.0007s2892.1.p	Sp7g11280.1
OG0001445	Carub.0007s2996.1.p	Sp7g09590.1
OG0001447	Carub.0002s0176.1.p	Sp2g01410.1
OG0001447	Carub.0001s1247.1.p	Sp1g11320.1
OG0001448	Carub.0006s1545.1.p	Sp6g26970.1
OG0001448	Carub.0003s0235.1.p	Sp3g02240.1
OG0001449	Carub.0004s2794.1.p	Sp4g27330.1
OG0001449	Carub.0006s3712.1.p	Sp6g00170.1
OG0001450	Carub.0007s3282.1.p	Sp7g04410.1, Sp3g29000.1, Sp7g04420.1
OG0001451	Carub.0001s4093.1.p	Sp1g38620.1
OG0001451	Carub.0003s1622.1.p	Sp3g14830.1
OG0001452	Carub.0005s0570.1.p	Sp2g16580.1
OG0001452	Carub.0007s3485.1.p	Sp7g01230.1
OG0001453	Carub.0005s2690.1.p	Sp5g03040.1
OG0001453	Carub.0004s2712.1.p	Sp4g26660.1
OG0001454	Carub.0007s3242.1.p	SpUn0366_0010.1, SpUn0005_0310.1, SpUn0040_0020.1
OG0001454	Carub.0004s2103.1.p, Carub.0004s2102.1.p, Carub.0004s2101.1.p	Sp4g21350.1
OG0001455	Carub.0004s2261.1.p	Sp4g22690.1
OG0001455	Carub.0006s0432.1.p	Sp6g37430.1
OG0001456	Carub.0001s3042.1.p, Carub.0001s3043.1.p	Sp1g27770.1
OG0001458	Carub.0004s1720.1.p	Sp4g17730.1
OG0001458	Carub.0001s3056.1.p	Sp1g27910.1
OG0001459	Carub.0006s0456.1.p	Sp6g37220.1
OG0001459	Carub.0003s3304.1.p	Sp3g32260.1
OG0001460	Carub.0007s0138.1.p	Sp7g36390.1
OG0001460	Carub.0007s0137.1.p	Sp7g36400.1
OG0001461	Carub.0002s2340.1.p	Sp5g31650.1
OG0001462	Carub.0003s2422.1.p	Sp3g21630.1, Sp3g21960.1, Sp3g21640.1
OG0001463	Carub.0007s1940.1.p	Sp7g20130.1
OG0001463	Carub.0006s3263.1.p, Carub.0006s3262.1.p, Carub.0006s3254.1.p	Sp6g04200.1
OG0001464	Carub.0001s1559.1.p	Sp1g14100.1
OG0001464	Carub.0002s2694.1.p	Sp5g35160.1
OG0001465	Carub.0006s0873.1.p	Sp6g33160.1
OG0001465	Carub.0008s2579.1.p	Sp2g28040.1, Sp2g28050.1
OG0001466	Carub.0006s2427.1.p	Sp2g21330.1
OG0001466	Carub.0003s0529.1.p	Sp3g04810.1
OG0001467	Carub.0004s2464.1.p	Sp4g24470.1
OG0001467	Carub.0005s2466.1.p	Sp5g04890.1
OG0001468	Carub.0001s3176.1.p, Carub.0003s2751.1.p	Sp6g07180.1
OG0001468	Carub.0001s3175.1.p	Sp1g29040.1
OG0001469	Carub.0001s2378.1.p	Sp1g21600.1
OG0001470	Carub.0002s2710.1.p	Sp5g35350.1
OG0001470	Carub.0001s1546.1.p	Sp1g13990.1
OG0001472	Carub.0001s0668.1.p	Sp1g06130.1
OG0001472	Carub.0004s1998.1.p	Sp4g20330.1
OG0001473	Carub.0001s0322.1.p	Sp1g02890.1
OG0001473	Carub.0008s0458.1.p	Sp2g08800.1
OG0001474	Carub.0005s1411.1.p	Sp5g13980.1
OG0001474	Carub.0001s2331.1.p	Sp1g21180.1
OG0001475	Carub.0002s0998.1.p, Carub.0002s0993.1.p, Carub.0002s1005.1.p	Sp5g19200.1
OG0001476	Carub.0004s1579.1.p	Sp4g16470.1
OG0001476	Carub.0001s2740.1.p	Sp1g25130.1
OG0001477	Carub.0004s2889.1.p	Sp4g28250.1
OG0001477	Carub.0005s2827.1.p	Sp5g01830.1
OG0001478	Carub.0003s3422.1.p	Sp3g33300.1
OG0001478	Carub.0003s3421.1.p	Sp3g33280.1
OG0001479	Carub.0003s0075.1.p	Sp3g00730.1
OG0001479	Carub.0004s1115.1.p	Sp4g12610.1
OG0001480	Carub.0001s3018.1.p	Sp1g27560.1
OG0001480	Carub.0007s2203.1.p	Sp7g17820.1
OG0001481	Carub.0001s3254.1.p, Carub.0005s0941.1.p, Carub.0001s3328.1.p, Carub.0001s3290.1.p	Sp4g04570.1, Sp4g04480.1
OG0001482	Carub.0003s1006.1.p	Sp3g09150.1
OG0001482	Carub.0006s0407.1.p	Sp6g37700.1
OG0001483	Carub.0006s1790.1.p	Sp6g24830.1
OG0001483	Carub.0002s0218.1.p	Sp2g01810.1, Sp2g01800.1
OG0001484	Carub.0003s1850.1.p	Sp3g32580.1
OG0001485	Carub.0003s0114.1.p	Sp3g01100.1
OG0001485	Carub.0006s1363.1.p	Sp6g28630.1
OG0001487	Carub.0003s0009.1.p	Sp3g00110.1
OG0001487	Carub.0006s1226.1.p	Sp6g29930.1
OG0001488	Carub.0007s2586.1.p	Sp7g14170.1
OG0001488	Carub.0003s1630.1.p	Sp3g14900.1
OG0001489	Carub.0005s0704.1.p, Carub.0001s1466.1.p	Sp1g13310.1
OG0001490	Carub.0005s2700.1.p	Sp5g02950.1
OG0001490	Carub.0004s2723.1.p	Sp4g26760.1
OG0001491	Carub.0003s0092.1.p	Sp3g00880.1
OG0001491	Carub.0006s1332.1.p	Sp6g28920.1
OG0001492	Carub.0006s2906.1.p	Sp6g07030.1
OG0001492	Carub.0001s3142.1.p	Sp1g28680.1
OG0001493	Carub.0004s1015.1.p	Sp4g11950.1
OG0001493	Carub.0008s2072.1.p	Sp6g21680.1
OG0001494	Carub.0007s1922.1.p	Sp7g20260.1
OG0001494	Carub.0001s2196.1.p	SpUn0658_0010.1
OG0001495	Carub.0002s2324.1.p	Sp5g31480.1
OG0001495	Carub.0001s2011.1.p	Sp1g18360.1
OG0001496	Carub.0008s2113.1.p	SpUn0001_0620.1, SpUn0001_0530.1, Sp6g22020.1, Sp6g22010.1
OG0001497	Carub.0007s0245.1.p	Sp7g35440.1
OG0001497	Carub.0004s0194.1.p	Sp4g01820.1
OG0001498	Carub.0004s1728.1.p	Sp4g17810.1
OG0001498	Carub.0001s3021.1.p	Sp1g27600.1
OG0001499	Carub.0004s0088.1.p, Carub.0004s0087.1.p	Sp4g01290.1
OG0001500	Carub.0002s2204.1.p	Sp5g30380.1
OG0001500	Carub.0001s1902.1.p	Sp1g17340.1
OG0001501	Carub.0002s0475.1.p	Sp2g04160.1
OG0001501	Carub.0001s1011.1.p	Sp1g09330.1
OG0001502	Carub.0006s1415.1.p	Sp6g28160.1
OG0001502	Carub.0003s0157.1.p	Sp3g01490.1
OG0001503	Carub.0003s3396.1.p	Sp3g33020.1
OG0001503	Carub.0007s1104.1.p	Sp7g27370.1
OG0001504	Carub.0005s1463.1.p	Sp5g13580.1
OG0001504	Carub.0008s2402.1.p	Sp2g26390.1
OG0001505	Carub.0003s0448.1.p	Sp3g04080.1
OG0001505	Carub.0006s2510.1.p	Sp2g20650.1
OG0001506	Carub.0004s1761.1.p	Sp4g18110.1
OG0001506	Carub.0005s1871.1.p	Sp5g09930.1
OG0001507	Carub.0003s1503.1.p	Sp3g13560.1
OG0001507	Carub.0001s4219.1.p	Sp1g39590.1
OG0001508	Carub.0002s1721.1.p	Sp5g25630.1
OG0001508	Carub.0001s2296.1.p	Sp1g20820.1
OG0001509	Carub.0006s1394.1.p	Sp6g28330.1
OG0001509	Carub.0003s0140.1.p	Sp3g01350.1
OG0001510	Carub.0003s0041.1.p	Sp3g00400.1
OG0001510	Carub.0006s1260.1.p	Sp6g29600.1
OG0001511	Carub.0001s0724.1.p	Sp1g06580.1
OG0001511	Carub.0004s0945.1.p	Sp4g11330.1
OG0001512	Carub.0007s1328.1.p	Sp7g25510.1
OG0001512	Carub.0008s1439.1.p	Sp6g16130.1
OG0001513	Carub.0007s2730.1.p	Sp7g12960.1
OG0001513	Carub.0003s2270.1.p	Sp3g20300.1, Sp1g29460.1
OG0001514	Carub.0005s2630.1.p	Sp5g03570.1
OG0001514	Carub.0004s2596.1.p	Sp4g25590.1
OG0001515	Carub.0002s0537.1.p	Sp2g04690.1
OG0001515	Carub.0001s2367.1.p	Sp1g21530.1
OG0001516	Carub.0003s3287.1.p	Sp3g32100.1
OG0001516	Carub.0007s0352.1.p	Sp7g34460.1
OG0001517	Carub.0004s2352.1.p	Sp4g23510.1
OG0001517	Carub.0005s2370.1.p	Sp5g05620.1
OG0001518	Carub.0003s3071.1.p	Sp3g30180.1
OG0001518	Carub.0007s0520.1.p, Carub.0006s2749.1.p	Sp7g32880.1
OG0001519	Carub.0008s0224.1.p	Sp2g10620.1
OG0001519	Carub.0007s2244.1.p	Sp7g17500.1
OG0001520	Carub.0002s1892.1.p	Sp5g27180.1
OG0001520	Carub.0002s1893.1.p, Carub.0002s1889.1.p	Sp5g27190.1, Sp5g27170.1
OG0001521	Carub.0007s0251.1.p	Sp7g35390.1
OG0001521	Carub.0004s0197.1.p	Sp4g01880.1, SpUn0042_0030.1
OG0001522	Carub.0003s3438.1.p	Sp3g33400.1
OG0001522	Carub.0007s1164.1.p	Sp7g26940.1
OG0001523	Carub.0002s1923.1.p	Sp5g27460.1
OG0001524	Carub.0001s3968.1.p	Sp1g37460.1
OG0001525	Carub.0002s1615.1.p	Sp5g24620.1
OG0001525	Carub.0002s1616.1.p	Sp5g24630.1
OG0001525	Carub.0002s1617.1.p	Sp5g24640.1
OG0001526	Carub.0005s1280.1.p	Sp5g14990.1
OG0001527	Carub.0003s3379.1.p	Sp3g32880.1
OG0001527	Carub.0004s1490.1.p	Sp7g27520.1
OG0001528	Carub.0006s1604.1.p	Sp6g26440.1
OG0001528	Carub.0003s0282.1.p	Sp3g02640.1
OG0001529	Carub.0005s0840.1.p	Sp2g18100.1
OG0001529	Carub.0007s3688.1.p	Sp7g02910.1
OG0001530	Carub.0007s2908.1.p	Sp7g11070.1
OG0001530	Carub.0003s2464.1.p	Sp3g22080.1
OG0001531	Carub.0002s0466.1.p	Sp2g04050.1
OG0001531	Carub.0001s1036.1.p	Sp1g09520.1
OG0001532	Carub.0006s0393.1.p	Sp6g37810.1, Sp7g10590.1
OG0001532	Carub.0003s0996.1.p	Sp3g09060.1
OG0001533	Carub.0003s1365.1.p	Sp3g12300.1
OG0001533	Carub.0001s4336.1.p	Sp1g40570.1
OG0001534	Carub.0007s1487.1.p	Sp7g24100.1, Sp6g00090.1
OG0001534	Carub.0008s1756.1.p	Sp6g18770.1
OG0001535	Carub.0001s1899.1.p	Sp1g17300.1
OG0001535	Carub.0002s2199.1.p	Sp5g30330.1
OG0001536	Carub.0008s1322.1.p	Sp6g15180.1
OG0001536	Carub.0007s1301.1.p	Sp7g25790.1
OG0001537	Carub.0001s0608.1.p	Sp1g05490.1
OG0001537	Carub.0004s1177.1.p	Sp4g13160.1
OG0001539	Carub.0003s0128.1.p	Sp3g01240.1
OG0001539	Carub.0006s1374.1.p	Sp6g28520.1
OG0001540	Carub.0007s0852.1.p	Sp7g29830.1
OG0001541	Carub.0001s4406.1.p	Sp1g41170.1
OG0001541	Carub.0003s1278.1.p	Sp3g11600.1
OG0001542	Carub.0007s0364.1.p	Sp7g34340.1
OG0001542	Carub.0003s3272.1.p	Sp7g16020.1, Sp3g31980.1
OG0001543	Carub.0005s1197.1.p	Sp5g15520.1
OG0001543	Carub.0008s2044.1.p	Sp6g21450.1
OG0001544	Carub.0006s3130.1.p	Sp6g05380.1
OG0001544	Carub.0001s1202.1.p	Sp1g10960.1
OG0001545	Carub.0005s2531.1.p	Sp5g04320.1
OG0001545	Carub.0005s2533.1.p	Sp5g04300.1
OG0001546	Carub.0007s0956.1.p	Sp7g28850.1
OG0001546	Carub.0004s0359.1.p	Sp4g03250.1
OG0001547	Carub.0006s0164.1.p	Sp6g39740.1
OG0001547	Carub.0003s0870.1.p	Sp3g07950.1
OG0001548	Carub.0007s1536.1.p	Sp7g23650.1
OG0001548	Carub.0008s1253.1.p	Sp6g14650.1
OG0001549	Carub.0004s0498.1.p, Carub.0004s0496.1.p, Carub.0004s0497.1.p	Sp1g24280.1
OG0001550	Carub.0002s1644.1.p	Sp5g24880.1
OG0001550	Carub.0001s2406.1.p	Sp1g21860.1
OG0001551	Carub.0003s0080.1.p	Sp3g00750.1
OG0001552	Carub.0003s0976.1.p	Sp3g08800.1
OG0001552	Carub.0006s0340.1.p	Sp6g38280.1
OG0001553	Carub.0001s3739.1.p	Sp1g35210.1
OG0001553	Carub.0003s1722.1.p	Sp3g15670.1
OG0001554	Carub.0002s1959.1.p	Sp5g27800.1
OG0001554	Carub.0001s1729.1.p	Sp1g15660.1
OG0001555	Carub.0003s1276.1.p	Sp3g11580.1
OG0001556	Carub.0001s4472.1.p	Sp1g41760.1
OG0001556	Carub.0003s1222.1.p	Sp3g11000.1
OG0001557	Carub.0007s2887.1.p	Sp6g13790.1
OG0001558	Carub.0008s0562.1.p	Sp2g07870.1
OG0001559	Carub.0001s4204.1.p	SpUn0602_0010.1
OG0001559	Carub.0003s1522.1.p	Sp3g13750.1
OG0001560	Carub.0004s0159.1.p	SpUn0131_0010.1
OG0001560	Carub.0007s0202.1.p	Sp7g35820.1
OG0001560	Carub.0003s1416.1.p	Sp3g12740.1
OG0001561	Carub.0006s2169.1.p	Sp5g14640.1
OG0001564	Carub.0007s2365.1.p, Carub.0005s0726.1.p, Carub.0007s2366.1.p	Sp7g16400.1, Sp7g16410.1
OG0001565	Carub.0006s3191.1.p, Carub.0006s3189.1.p, Carub.0006s3190.1.p	Sp6g04890.1
OG0001567	Carub.0002s1711.1.p	Sp5g25500.1
OG0001567	Carub.0001s2323.1.p	Sp1g21110.1
OG0001568	Carub.0006s1541.1.p	Sp6g27010.1
OG0001568	Carub.0003s0234.1.p	Sp3g02230.1
OG0001569	Carub.0002s1962.1.p	Sp5g27830.1
OG0001569	Carub.0001s1732.1.p	Sp1g15690.1
OG0001570	Carub.0005s2376.1.p, Carub.0005s2377.1.p	Sp5g05560.1
OG0001571	Carub.0002s1795.1.p	Sp5g26300.1
OG0001571	Carub.0001s2248.1.p	Sp1g20440.1
OG0001572	Carub.0004s2267.1.p	Sp4g22760.1
OG0001572	Carub.0005s2298.1.p	Sp5g06300.1
OG0001573	Carub.0007s2480.1.p	Sp7g15220.1
OG0001573	Carub.0004s1744.1.p	Sp4g17980.1
OG0001574	Carub.0006s0436.1.p	Sp6g37380.1
OG0001574	Carub.0003s1033.1.p	Sp3g09370.1
OG0001576	Carub.0006s2075.1.p	Sp6g22430.1, Sp6g22420.1
OG0001576	Carub.0005s1080.1.p	Sp5g16250.1
OG0001577	Carub.0006s1470.1.p	Sp6g27660.1
OG0001577	Carub.0003s0191.1.p	Sp3g01840.1
OG0001579	Carub.0007s2772.1.p	Sp7g12580.1
OG0001579	Carub.0003s2325.1.p	Sp3g20760.1
OG0001580	Carub.0001s2292.1.p	Sp1g20780.1
OG0001580	Carub.0001s1026.1.p	Sp1g09580.1
OG0001581	Carub.0008s0051.1.p	Sp2g12030.1
OG0001581	Carub.0007s2391.1.p	Sp7g16670.1
OG0001582	Carub.0007s3704.1.p	Sp7g03100.1
OG0001583	Carub.0006s3243.1.p, Carub.0006s3240.1.p	Sp6g04340.1
OG0001584	Carub.0003s0183.1.p	Sp3g01760.1
OG0001585	Carub.0003s1063.1.p	Sp3g09580.1
OG0001585	Carub.0006s0472.1.p	Sp6g37080.1
OG0001586	Carub.0004s2857.1.p	Sp4g27940.1
OG0001586	Carub.0005s2799.1.p	Sp5g02060.1
OG0001587	Carub.0002s2251.1.p	Sp5g30780.1
OG0001587	Carub.0001s1945.1.p	Sp1g17720.1
OG0001589	Carub.0002s2221.1.p	Sp5g30510.1
OG0001589	Carub.0001s1919.1.p	Sp1g17490.1
OG0001590	Carub.0004s1694.1.p	Sp4g17460.1
OG0001591	Carub.0003s2453.1.p	Sp3g21970.1
OG0001591	Carub.0004s1467.1.p	Sp4g15510.1
OG0001592	Carub.0002s2044.1.p	Sp5g28870.1
OG0001593	Carub.0008s2363.1.p	Sp2g26060.1
OG0001593	Carub.0005s1420.1.p	Sp5g13920.1
OG0001594	Carub.0004s1268.1.p	Sp4g13840.1
OG0001594	Carub.0001s0541.1.p	Sp1g04890.1
OG0001595	Carub.0001s1096.1.p	Sp1g09990.1
OG0001595	Carub.0001s1104.1.p	Sp1g10060.1
OG0001596	Carub.0001s4423.1.p	Sp1g41310.1
OG0001596	Carub.0003s1270.1.p	Sp3g11520.1
OG0001597	Carub.0008s0446.1.p	Sp2g08890.1
OG0001598	Carub.0005s2174.1.p	Sp5g07310.1
OG0001598	Carub.0005s2177.1.p	Sp5g07290.1
OG0001599	Carub.0005s2899.1.p	Sp5g01110.1
OG0001599	Carub.0004s2989.1.p	Sp4g29140.1
OG0001600	Carub.0005s1453.1.p	Sp5g13690.1
OG0001600	Carub.0008s2392.1.p	Sp2g26290.1
OG0001601	Carub.0006s2092.1.p	Sp2g23990.1
OG0001601	Carub.0006s0710.1.p	Sp6g34740.1
OG0001603	Carub.0002s0457.1.p	Sp2g03970.1
OG0001603	Carub.0001s1025.1.p	Sp1g09430.1
OG0001604	Carub.0006s3466.1.p	Sp6g02380.1
OG0001605	Carub.0006s1660.1.p, Carub.0006s1661.1.p, Carub.0006s1662.1.p	Sp6g25990.1, Sp6g25980.1, Sp6g25970.1
OG0001606	Carub.0002s1077.1.p	Sp5g19920.1
OG0001606	Carub.0007s3192.1.p	Sp7g05910.1
OG0001608	Carub.0003s2415.1.p, Carub.0003s2416.1.p	Sp3g21560.1, Sp3g21570.1
OG0001608	Carub.0007s2860.1.p	Sp7g11670.1
OG0001609	Carub.0006s0522.1.p	Sp6g36520.1
OG0001609	Carub.0003s1098.1.p	Sp3g09890.1
OG0001610	Carub.0003s3345.1.p	Sp3g32600.1
OG0001611	Carub.0006s3103.1.p	Sp6g05570.1
OG0001611	Carub.0007s1837.1.p	Sp7g20980.1
OG0001612	Carub.0007s1408.1.p	Sp7g24740.1
OG0001612	Carub.0008s1558.1.p	Sp6g17160.1
OG0001613	Carub.0001s2389.1.p	Sp1g21700.1
OG0001613	Carub.0002s1657.1.p	Sp5g24980.1
OG0001614	Carub.0003s3263.1.p	Sp7g33160.1
OG0001614	Carub.0007s2229.1.p	Sp7g17610.1
OG0001615	Carub.0005s1482.1.p	Sp5g13330.1
OG0001615	Carub.0008s2421.1.p	Sp2g26590.1
OG0001616	Carub.0005s0056.1.p	Sp2g13060.1
OG0001616	Carub.0001s1467.1.p	Sp1g13330.1
OG0001617	Carub.0003s1405.1.p	Sp3g12640.1
OG0001617	Carub.0001s4301.1.p	Sp1g40260.1
OG0001618	Carub.0002s2348.1.p	Sp5g31760.1
OG0001618	Carub.0001s2048.1.p	Sp1g18700.1
OG0001619	Carub.0005s0607.1.p	Sp2g16760.1
OG0001619	Carub.0007s3513.1.p	Sp7g01460.1
OG0001620	Carub.0001s0280.1.p	Sp1g02580.1
OG0001620	Carub.0006s3353.1.p	Sp6g03550.1
OG0001622	Carub.0004s2897.1.p	Sp4g28310.1
OG0001622	Carub.0005s2829.1.p	Sp5g01810.1
OG0001623	Carub.0003s2573.1.p, Carub.0003s2574.1.p	Sp3g22960.1
OG0001623	Carub.0007s2987.1.p	Sp7g09690.1
OG0001624	Carub.0003s0142.1.p	Sp3g01370.1
OG0001624	Carub.0006s1395.1.p	Sp6g28320.1
OG0001625	Carub.0008s0421.1.p	Sp2g09140.1
OG0001625	Carub.0007s2042.1.p	Sp7g19070.1
OG0001626	Carub.0008s0513.1.p	Sp2g08340.1
OG0001626	Carub.0001s0352.1.p	Sp1g03150.1
OG0001627	Carub.0004s2675.1.p	Sp4g26260.1
OG0001627	Carub.0005s2672.1.p	Sp5g03190.1
OG0001628	Carub.0001s1265.1.p	Sp1g11450.1
OG0001628	Carub.0005s0469.1.p	Sp2g15810.1
OG0001629	Carub.0008s1079.1.p	Sp6g12910.1
OG0001629	Carub.0007s1602.1.p	Sp7g23010.1
OG0001630	Carub.0007s3263.1.p	Sp7g04760.1
OG0001630	Carub.0002s1202.1.p	Sp5g21120.1
OG0001631	Carub.0005s1644.1.p	Sp5g12020.1
OG0001631	Carub.0008s2727.1.p	Sp2g29430.1
OG0001632	Carub.0006s0688.1.p	Sp6g34950.1
OG0001632	Carub.0008s2180.1.p	Sp2g24380.1
OG0001633	Carub.0005s0451.1.p	Sp2g15650.1
OG0001633	Carub.0004s1867.1.p	Sp4g19080.1
OG0001635	Carub.0003s3108.1.p	Sp3g30490.1
OG0001635	Carub.0007s0503.1.p	Sp7g33050.1
OG0001636	Carub.0006s0850.1.p	Sp6g33360.1, SpUn0247_0030.1
OG0001636	Carub.0008s2606.1.p	Sp2g28300.1
OG0001637	Carub.0006s2734.1.p	Sp6g08910.1
OG0001638	Carub.0001s3818.1.p	Sp1g35910.1
OG0001638	Carub.0003s1834.1.p	Sp3g16640.1
OG0001639	Carub.0004s1628.1.p	Sp4g16870.1
OG0001639	Carub.0001s2837.1.p	Sp1g26000.1
OG0001640	Carub.0007s2710.1.p	Sp7g13150.1
OG0001640	Carub.0003s2244.1.p	Sp3g20060.1
OG0001641	Carub.0003s0866.1.p	Sp3g07920.1
OG0001641	Carub.0006s1679.1.p	Sp6g25810.1
OG0001642	Carub.0001s0621.1.p	Sp1g05860.1
OG0001642	Carub.0004s1156.1.p	Sp4g12980.1
OG0001643	Carub.0002s0251.1.p	Sp2g02150.1
OG0001644	Carub.0002s0142.1.p	Sp2g01160.1
OG0001644	Carub.0007s3426.1.p	SpUn0010_0180.1, Sp7g00700.1
OG0001645	Carub.0001s0713.1.p, Carub.0005s0869.1.p, Carub.0004s0968.1.p	Sp4g11550.1
OG0001646	Carub.0007s2412.1.p	Sp7g16900.1
OG0001646	Carub.0008s0024.1.p	Sp2g12270.1
OG0001647	Carub.0008s2656.1.p	Sp2g28770.1
OG0001647	Carub.0007s0236.1.p	Sp7g35510.1
